"title","volume","ISSN","url","DOI","number","journal","publisher","author","year","month","pages","key","entry","V1","editor","ISBN","booktitle","series","collection","doi","keywords","place","abstractNote"
"Mercury contamination of the harbour porpoise Phocoena phocoena and other cetaceans from the North Sea and the kattegat","56","1573-2932","http://dx.doi.org/10.1007/BF00342277","10.1007/bf00342277","1","Water Air &amp; Soil Pollution","Springer Science and Business Media LLC","Joiris, C. R. and Holsbeek, L. and Bouquegneau, JM. and Bossicart, M.","1991","apr","283–293","Joiris_1991","article","10.1007/BF00342277",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Immunochemical detection of cytochrome P450IA1 induction in cod larvae and juveniles exposed to a water soluble fraction of North Sea crude oil","22","0025-326X","http://dx.doi.org/10.1016/0025-326X(91)90180-Z","10.1016/0025-326x(91)90180-z","3","Marine Pollution Bulletin","Elsevier BV","Goksøyr, Anders and Solberg, Tor S. and Serigstad, Bjørn","1991","mar","122–127","Goks_yr_1991","article","10.1016/0025-326X(91)90180-Z",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Residues of chlorinated biphenyl congeners and pesticides in brain and liver of the oystercatcher (Haematopus ostralegis) in relation to age, sex and biotransformation capacity","100","0048-9697","http://dx.doi.org/10.1016/0048-9697(91)90389-V","10.1016/0048-9697(91)90389-v",NA,"Science of The Total Environment","Elsevier BV","Everaarts, J.M. and De Buck, A. and Hillebrand, M.Th.J. and Boon, J.P.","1991","mar","483–499","Everaarts_1991","article","10.1016/0048-9697(91)90389-V",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Smacksmen of the North Sea: Labour Recruitment and Exploitation in British Deep-Sea Fishing, 1850–90","21","1469-512X","http://dx.doi.org/10.1017/S0020859000005319","10.1017/s0020859000005319","3","International Review of Social History","Cambridge University Press (CUP)","Rule, John","1976","dec","383–411","Rule_1976","article","10.1017/S0020859000005319",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollution monitoring of the North Sea using NOAA/AVHRR imagery","11","1366-5901","http://dx.doi.org/10.1080/01431169008955070","10.1080/01431169008955070","6","International Journal of Remote Sensing","Informa UK Limited","SPITZER, D. and LAANE, R. and ROOZEKRANS, J. N.","1990","jun","967–977","SPITZER_1990","article","10.1080/01431169008955070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Changes in sublittoral zoobenthos in the German Bight with regard to eutrophication","25","0077-7579","http://dx.doi.org/10.1016/0077-7579(90)90022-9","10.1016/0077-7579(90)90022-9","1–2","Netherlands Journal of Sea Research","Elsevier BV","Rachor, Eike","1990","may","209–214","Rachor_1990","article","10.1016/0077-7579(90)90022-9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterns of cyclic organochlorine contamination in livers of male pleuronectiformes from the North Sea, winter 1987","21","0025-326X","http://dx.doi.org/10.1016/0025-326X(90)90500-8","10.1016/0025-326x(90)90500-8","4","Marine Pollution Bulletin","Elsevier BV","Knickmeyer, Rainer and Steinhart, Hans","1990","apr","187–189","Knickmeyer_1990","article","10.1016/0025-326X(90)90500-8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The contamination of the North Sea by artificial radionuclides during the year 1987","11","0265-931X","http://dx.doi.org/10.1016/0265-931X(90)90043-U","10.1016/0265-931x(90)90043-u","1","Journal of Environmental Radioactivity","Elsevier BV","Nies, Hartmut","1990","jan","55–70","Nies_1990","article","10.1016/0265-931X(90)90043-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variation in the trophic structure and species composition of some invertebrate communities in polluted kelp forests in the North Sea","20","1432-1793","http://dx.doi.org/10.1007/BF00354277","10.1007/bf00354277","4","Marine Biology","Springer Science and Business Media LLC","Jones, D. J.","1973","jun","351–365","Jones_1973","article","10.1007/BF00354277",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Detection of ras oncoprotein in liver cells of flatfish (Dab) from a contaminated site in the North Sea","34","0141-1136","http://dx.doi.org/10.1016/0141-1136(92)90079-2","10.1016/0141-1136(92)90079-2","1–4","Marine Environmental Research","Elsevier BV","Moore, Michael N. and Evans, Barry","1992","jan","33–38","Moore_1992","article","10.1016/0141-1136(92)90079-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Changes in the ecological balance of invertebrate communities in kelp holdfast habitats of some polluted North Sea waters","23","1438-3888","http://dx.doi.org/10.1007/BF01609692","10.1007/bf01609692","2","Helgoländer Wissenschaftliche Meeresuntersuchungen","Springer Science and Business Media LLC","Jones, D. J.","1972","jun","248–260","Jones_1972","article","10.1007/BF01609692",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comparison of long-term trends in benthic and pelagic communities of the North Sea","71","1469-7769","http://dx.doi.org/10.1017/S0025315400037498","10.1017/s0025315400037498","1","Journal of the Marine Biological Association of the United Kingdom","Cambridge University Press (CUP)","Austen, M. C. and Buchanan, J. B. and Hunt, H. G. and Josefson, A. B. and Kendall, M. A.","1991","feb","179–190","Austen_1991","article","10.1017/S0025315400037498",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Histopathological changes in the liver of dab (Limanda limanda) from a contamination gradient in the North sea","34","0141-1136","http://dx.doi.org/10.1016/0141-1136(92)90080-6","10.1016/0141-1136(92)90080-6","1–4","Marine Environmental Research","Elsevier BV","Simpson, Michael G.","1992","jan","39–43","Simpson_1992","article","10.1016/0141-1136(92)90080-6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ökologische Studien an Populationen von Makro-Invertebraten auf verunreinigten Seetang-Wäldern in der Nordsee","22","1438-3888","http://dx.doi.org/10.1007/BF01611128","10.1007/bf01611128","3–4","Helgoländer Wissenschaftliche Meeresuntersuchungen","Springer Science and Business Media LLC","Jones, D. J.","1971","dec","417–441","Jones_1971","article","10.1007/BF01611128",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The occurrence of intersexuality in harpacticoid copepods and its relationship with pollution","22","0025-326X","http://dx.doi.org/10.1016/0025-326X(91)90139-J","10.1016/0025-326x(91)90139-j","2","Marine Pollution Bulletin","Elsevier BV","Moore, Colin G. and Stevenson, Janet M.","1991","feb","72–74","Moore_1991","article","10.1016/0025-326X(91)90139-J",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gas chromatographic separation of the enantiomers of marine organic pollutants","22","0025-326X","http://dx.doi.org/10.1016/0025-326X(91)90142-F","10.1016/0025-326x(91)90142-f","2","Marine Pollution Bulletin","Elsevier BV","Faller, Jörn and Hühnerfuss, Heinrich and König, Wilfried A and Ludwig, Peter","1991","feb","82–86","Faller_1991","article","10.1016/0025-326X(91)90142-F",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The utilization of cytochrome P4501A mRNA in Limanda limanda (Dab) as a monitor of chemical exposure in the North sea","34","0141-1136","http://dx.doi.org/10.1016/0141-1136(92)90100-Z","10.1016/0141-1136(92)90100-z","1–4","Marine Environmental Research","Elsevier BV","Renton, Kenneth W. and Addison, Richard F.","1992","jan","151–155","Renton_1992","article","10.1016/0141-1136(92)90100-Z",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The effect of 3,3′,4,4′-tetrachlorobiphenyl and clophen A50 on the hepatic monooxygenase system of Eider Ducklings (Somateria mollissima) with indications for structure-related biotransformation of CB congeners","34","0141-1136","http://dx.doi.org/10.1016/0141-1136(92)90109-Y","10.1016/0141-1136(92)90109-y","1–4","Marine Environmental Research","Elsevier BV","Rozemeijer, M.J.C. and Boon, J.P. and Duiven, P. and van der Meer, J. and van de Sant, J.S.J. and Swennen, C. and Murk, A.J. and van den Berg, J.H.J. and Fellinger, M. and Brouwer, A. and Koeman, J.H.","1992","jan","207–213","Rozemeijer_1992","article","10.1016/0141-1136(92)90109-Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levels of steroids, including cortisol and 17α,20β-dihydroxy-4-pregnen-3-one, in plasma, seminal fluid, and urine of Pacific herring (Clupea hareng us pallasi) and North Sea plaice (Pleuronectes platessa L.)","69","1480-3283","http://dx.doi.org/10.1139/z91-016","10.1139/z91-016","1","Canadian Journal of Zoology","Canadian Science Publishing","Scott, A. P. and Canario, A. V. M. and Sherwood, Nancy M. and Warby, Carol M.","1991","jan","111–116","Scott_1991","article","10.1139/z91-016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclic organochlorines in the sea star asterias rubens from the German bight, December 1988–May 1989","33","0141-1136","http://dx.doi.org/10.1016/0141-1136(92)90137-B","10.1016/0141-1136(92)90137-b","2","Marine Environmental Research","Elsevier BV","Knickmeyer, Rainer and Landgraff, Oliver and Steinhart, Hans","1992","jan","127–143","Knickmeyer_1992","article","10.1016/0141-1136(92)90137-B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"look up","46","2157-4936","http://dx.doi.org/10.1021/cen-v046n045.p033","10.1021/cen-v046n045.p033","45","Chemical &amp; Engineering News Archive","American Chemical Society (ACS)",NA,"1968","oct","33–34","1968, U.K. starts commercial deliveries from second offshore well_1968","article","10.1021/cen-v046n045.p033",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Invasion and Extinction: The Last Three Million Years of North Sea Pelecypod History","3","1523-1739","http://dx.doi.org/10.1111/j.1523-1739.1989.tb00087.x","10.1111/j.1523-1739.1989.tb00087.x","3","Conservation Biology","Wiley","VERMEIJ, GEERAT J.","1989","sep","274–281","VERMEIJ_1989","article","10.1111/j.1523-1739.1989.tb00087.x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Na+,K+-ATPase activity in the gills of the flounder (Platichthys flesus) in relation to mercury contamination in the Firth of Forth","33","0141-1136","http://dx.doi.org/10.1016/0141-1136(92)90141-8","10.1016/0141-1136(92)90141-8","4","Marine Environmental Research","Elsevier BV","Stagg, Ronald M. and Rusin, Jan and Brown, Fiona","1992","jan","255–266","Stagg_1992","article","10.1016/0141-1136(92)90141-8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"(1) The north sea","16","0308-597X","http://dx.doi.org/10.1016/0308-597X(92)90055-T","10.1016/0308-597x(92)90055-t","1","Marine Policy","Elsevier BV","Smet, Miet","1992","jan","50–51","Smet_1992","article","10.1016/0308-597X(92)90055-T",NA,NA,NA,NA,NA,NA,NA,NA,NA
"(1) Science and policy","16","0308-597X","http://dx.doi.org/10.1016/0308-597X(92)90060-3","10.1016/0308-597x(92)90060-3","1","Marine Policy","Elsevier BV","Trippier, David","1992","jan","58","Trippier_1992","article","10.1016/0308-597X(92)90060-3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coliphages as indicators of faecal pollution at three recreational beaches on the firth of forth","23","0043-1354","http://dx.doi.org/10.1016/0043-1354(89)90177-2","10.1016/0043-1354(89)90177-2","8","Water Research","Elsevier BV","O’ Keefe, Brian and Green, John","1989","aug","1027–1030","O_Keefe_1989","article","10.1016/0043-1354(89)90177-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Improvements in the determination of trace elements in seawater","24","0025-326X","http://dx.doi.org/10.1016/0025-326X(92)90314-V","10.1016/0025-326x(92)90314-v","1","Marine Pollution Bulletin","Elsevier BV","Quevauviller, Ph. and Kramer, K.J.M. and Van Der Vlies, E.M. and Vercoutere, K. and Griepink, B.","1992","jan","33–38","Quevauviller_1992","article","10.1016/0025-326X(92)90314-V",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dirty deeds","338","1476-4687","http://dx.doi.org/10.1038/338714a0","10.1038/338714a0","6218","Nature","Springer Science and Business Media LLC","Simpson, John H.","1989","apr","714–714","Simpson_1989","article","10.1038/338714a0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Production in a Schooling Fishery: The Case of the North Sea Herring Fishery","65","0023-7639","http://dx.doi.org/10.2307/3146263","10.2307/3146263","1","Land Economics","University of Wisconsin Press","Bjorndal, Trond","1989","feb","49","Bjorndal_1989","article","10.2307/3146263",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seabirds as monitor organisms of contaminants along the German North Sea coast","43","1438-3888","http://dx.doi.org/10.1007/BF02365899","10.1007/bf02365899","3–4","Helgoländer Meeresuntersuchungen","Springer Science and Business Media LLC","Becker, Peter H.","1989","sep","395–403","Becker_1989","article","10.1007/BF02365899",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Investigations of phagocytosis concerning the immunological defence mechanism of Mytilus edulis using a sublethal luminescent bacterial assay (Photobacterium phosphoreum)","100","0306-4492","http://dx.doi.org/10.1016/0742-8413(91)90138-J","10.1016/0742-8413(91)90138-j","1–2","Comparative Biochemistry and Physiology Part C: Comparative Pharmacology","Elsevier BV","Hansen, P.-D. and Bock, R. and Brauer, F.","1991","jan","129–132","Hansen_1991","article","10.1016/0742-8413(91)90138-J",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Application of a cytochrome P-450 IA1-ELISA in environmental monitoring and toxicological testing of fish","100","0306-4492","http://dx.doi.org/10.1016/0742-8413(91)90144-I","10.1016/0742-8413(91)90144-i","1–2","Comparative Biochemistry and Physiology Part C: Comparative Pharmacology","Elsevier BV","Goksøyr, Anders and Larsen, Håvard E. and Husøy, Astrid-Mette","1991","jan","157–160","Goks_yr_1991","article","10.1016/0742-8413(91)90144-I",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polychlorinated biphenyls in oystercatchers (Haematopus ostralegus) from the oosterschelde (Dutch Delta area) and the Western Wadden Sea, that died from starvation during severe winter weather","71","0269-7491","http://dx.doi.org/10.1016/0269-7491(91)90040-4","10.1016/0269-7491(91)90040-4","1","Environmental Pollution","Elsevier BV","Lambeck, R.H.D. and Nieuwenhuize, J. and van Liere, J.M.","1991",NA,"1–16","Lambeck_1991","article","10.1016/0269-7491(91)90040-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fish Resources; Threats and Protection","42","1568-542X","http://dx.doi.org/10.1163/156854291x00252","10.1163/156854291x00252","2–3","Netherlands Journal of Zoology","Brill","Beverton, R.J.H.","1991",NA,"139–175","Beverton_1991","article","10.1163/156854291x00252",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eutrophication of the Dutch Wadden Sea: External nutrient loadings of the Marsdiep and Vliestroom basin","43","1438-3888","http://dx.doi.org/10.1007/bf02365907","10.1007/bf02365907","3–4","Helgoländer Meeresuntersuchungen","Springer Science and Business Media LLC","Veer, Henk W. and Raaphorst, Wim and Bergman, Magda J. N.","1989","sep","501–515","Veer_1989","article","10.1007/bf02365907",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eutrophication and mussel culture in the western Dutch Wadden Sea: Impact on the benthic ecosystem; a hypothesis","43","1438-3888","http://dx.doi.org/10.1007/bf02365908","10.1007/bf02365908","3–4","Helgoländer Meeresuntersuchungen","Springer Science and Business Media LLC","Veer, Henk W.","1989","sep","517–527","Veer_1989","article","10.1007/bf02365908",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cellular effects of environmental contamination in fish from the River Elbe and the North Sea","28","0141-1136","http://dx.doi.org/10.1016/0141-1136(89)90272-9","10.1016/0141-1136(89)90272-9","1–4","Marine Environmental Research","Elsevier BV","Köhler, Angela","1989","jan","417–424","K_hler_1989","article","10.1016/0141-1136(89)90272-9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seasonal microplastics variation in nival and pluvial stretches of the Rhine River – From the Swiss catchment towards the North Sea","707","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2019.135579","10.1016/j.scitotenv.2019.135579",NA,"Science of The Total Environment","Elsevier BV","Mani, Thomas and Burkhardt-Holm, Patricia","2020","mar","135579","Mani_2020","article","10.1016/j.scitotenv.2019.135579",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zinc isotopic variation of water and surface sediments from the German Elbe River","707","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2019.135219","10.1016/j.scitotenv.2019.135219",NA,"Science of The Total Environment","Elsevier BV","Zimmermann, T. and Mohamed, A.F. and Reese, A. and Wieser, M.E. and Kleeberg, U. and Pröfrock, D. and Irrgeher, J.","2020","mar","135219","Zimmermann_2020","article","10.1016/j.scitotenv.2019.135219",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Travelling Particles: Investigating microplastics as possible transport vectors for multidrug resistant E. coli in the Weser estuary (Germany)","720","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2020.137603","10.1016/j.scitotenv.2020.137603",NA,"Science of The Total Environment","Elsevier BV","Song, Jessica and Jongmans-Hochschulz, Elanor and Mauder, Norman and Imirzalioglu, Can and Wichels, Antje and Gerdts, Gunnar","2020","jun","137603","Song_2020","article","10.1016/j.scitotenv.2020.137603",NA,NA,NA,NA,NA,NA,NA,NA,NA
"With a little help from my friends: physiological integration facilitates invasion of wetland grass Elymus athericus into flooded soils","130","1600-0706","http://dx.doi.org/10.1111/oik.07863","10.1111/oik.07863","3","Oikos","Wiley","Mueller, Peter and Do, Hai T. and Smit, Christian and Reisdorff, Christoph and Jensen, Kai and Nolte, Stefanie","2020","dec","431–439","Mueller_2020","article","10.1111/oik.07863",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cross-continental analysis of coastal biodiversity change","375","1471-2970","http://dx.doi.org/10.1098/rstb.2019.0452","10.1098/rstb.2019.0452","1814","Philosophical Transactions of the Royal Society B: Biological Sciences","The Royal Society","Rishworth, Gavin M. and Adams, Janine B. and Bird, Matthew S. and Carrasco, Nicola K. and Dänhardt, Andreas and Dannheim, Jennifer and Lemley, Daniel A. and Pistorius, Pierre A. and Scheiffarth, Gregor and Hillebrand, Helmut","2020","nov","20190452","Rishworth_2020","article","10.1098/rstb.2019.0452",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winters not too cold, summers not too warm: long-term effects of climate change on the dynamics of a dominant species in the Wadden Sea: the cockle Cerastoderma edule L.","167","1432-1793","http://dx.doi.org/10.1007/s00227-020-3659-1","10.1007/s00227-020-3659-1","4","Marine Biology","Springer Science and Business Media LLC","Beukema, J. J. and Dekker, R.","2020","mar",NA,"Beukema_2020","article","10.1007/s00227-020-3659-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earth Observations for Monitoring Marine Coastal Hazards and Their Drivers","41","1573-0956","http://dx.doi.org/10.1007/s10712-020-09594-5","10.1007/s10712-020-09594-5","6","Surveys in Geophysics","Springer Science and Business Media LLC","Melet, A. and Teatini, P. and Le Cozannet, G. and Jamet, C. and Conversi, A. and Benveniste, J. and Almar, R.","2020","jun","1489–1534","Melet_2020","article","10.1007/s10712-020-09594-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigger juveniles and smaller adults: Changes in fish size correlate with warming seas","58","1365-2664","http://dx.doi.org/10.1111/1365-2664.13807","10.1111/1365-2664.13807","4","Journal of Applied Ecology","Wiley","Ikpewe, Idongesit E. and Baudron, Alan R. and Ponchon, Aurore and Fernandes, Paul G.","2020","dec","847–856","Ikpewe_2020","article","10.1111/1365-2664.13807","Pinto, Rute",NA,NA,NA,NA,NA,NA,NA,NA
"Toxicity and biomarkers of micro-plastic in aquatic environment: a review","26","1366-5804","http://dx.doi.org/10.1080/1354750X.2020.1863470","10.1080/1354750x.2020.1863470","1","Biomarkers","Informa UK Limited","Suman, Kamrul Hassan and Haque, Md Niamul and Uddin, Md Jamal and Begum, Most Shirina and Sikder, Mahmudul Hasan","2020","dec","13–25","Suman_2020","article","10.1080/1354750X.2020.1863470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chemicals of emerging concern in marine specimens of the German Environmental Specimen Bank","32","2190-4715","http://dx.doi.org/10.1186/s12302-020-00312-x","10.1186/s12302-020-00312-x","1","Environmental Sciences Europe","Springer Science and Business Media LLC","Fliedner, Annette and Rüdel, Heinz and Dreyer, Annekatrin and Pirntke, Ulrike and Koschorreck, Jan","2020","mar",NA,"Fliedner_2020","article","10.1186/s12302-020-00312-x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Influence of Riverine Input on Norwegian Coastal Systems","7","2296-7745","http://dx.doi.org/10.3389/fmars.2020.00332","10.3389/fmars.2020.00332",NA,"Frontiers in Marine Science","Frontiers Media SA","Frigstad, Helene and Kaste, Øyvind and Deininger, Anne and Kvalsund, Karsten and Christensen, Guttorm and Bellerby, Richard G. J. and Sørensen, Kai and Norli, Marit and King, Andrew L.","2020","jun",NA,"Frigstad_2020","article","10.3389/fmars.2020.00332",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Understanding the Role of Organic Matter Cycling for the Spatio-Temporal Structure of PCBs in the North Sea","12","2073-4441","http://dx.doi.org/10.3390/w12030817","10.3390/w12030817","3","Water","MDPI AG","Daewel, Ute and Yakushev, Evgeniy V. and Schrum, Corinna and Nizzetto, Luca and Mikheeva, Elena","2020","mar","817","Daewel_2020","article","10.3390/w12030817",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Resource Niches of Co-occurring Invertebrate Species at an Offshore Wind Turbine Indicate a Substantial Degree of Trophic Plasticity","7","2296-7745","http://dx.doi.org/10.3389/fmars.2020.00379","10.3389/fmars.2020.00379",NA,"Frontiers in Marine Science","Frontiers Media SA","Mavraki, Ninon and De Mesel, Ilse and Degraer, Steven and Moens, Tom and Vanaverbeke, Jan","2020","jun",NA,"Mavraki_2020","article","10.3389/fmars.2020.00379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumulative impact assessment for ecosystem-based marine spatial planning","734","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2020.139024","10.1016/j.scitotenv.2020.139024",NA,"Science of The Total Environment","Elsevier BV","Hammar, Linus and Molander, Sverker and Pålsson, Jonas and Schmidtbauer Crona, Jan and Carneiro, Gonçalo and Johansson, Thomas and Hume, Duncan and Kågesten, Gustav and Mattsson, Daniel and Törnqvist, Oscar and Zillén, Lovisa and Mattsson, Martin and Bergström, Ulf and Perry, Diana and Caldow, Chris and Andersen, Jesper H.","2020","sep","139024","Hammar_2020","article","10.1016/j.scitotenv.2020.139024",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The historical ecology and demise of the iconic Angelshark Squatina squatina in the southern North Sea","167","1432-1793","http://dx.doi.org/10.1007/s00227-020-03702-0","10.1007/s00227-020-03702-0","7","Marine Biology","Springer Science and Business Media LLC","Bom, Roeland A. and van de Water, Monique and Camphuysen, Kees C. J. and van der Veer, Henk W. and van Leeuwen, Anieke","2020","jun",NA,"Bom_2020","article","10.1007/s00227-020-03702-0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Opportunistically collected data from aerial surveys reveal spatio-temporal distribution patterns of marine debris in German waters","28","1614-7499","http://dx.doi.org/10.1007/s11356-020-10610-9","10.1007/s11356-020-10610-9","3","Environmental Science and Pollution Research","Springer Science and Business Media LLC","Unger, Bianca and Herr, Helena and Viquerat, Sacha and Gilles, Anita and Burkhardt-Holm, Patricia and Siebert, Ursula","2020","sep","2893–2903","Unger_2020","article","10.1007/s11356-020-10610-9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term invasion dynamics of Spartina increase vegetation diversity and geomorphological resistance of salt marshes against sea level rise","23","1573-1464","http://dx.doi.org/10.1007/s10530-020-02408-0","10.1007/s10530-020-02408-0","3","Biological Invasions","Springer Science and Business Media LLC","Granse, Dirk and Suchrow, Sigrid and Jensen, Kai","2020","dec","871–883","Granse_2020","article","10.1007/s10530-020-02408-0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Attracted to the outside: a meso-scale response pattern of lesser black-backed gulls at an offshore wind farm revealed by GPS telemetry","77","1095-9289","http://dx.doi.org/10.1093/icesjms/fsz199","10.1093/icesjms/fsz199","2","ICES Journal of Marine Science","Oxford University Press (OUP)","Vanermen, Nicolas and Courtens, Wouter and Daelemans, Robin and Lens, Luc and Müller, Wendt and Van de walle, Marc and Verstraete, Hilbran and Stienen, Eric W M","2019","dec","701–710","Vanermen_2019","article","10.1093/icesjms/fsz199","Votier, Stephen",NA,NA,NA,NA,NA,NA,NA,NA
"First indications for reduced mortality of non-target invertebrate benthic megafauna after pulse beam trawling","77","1095-9289","http://dx.doi.org/10.1093/icesjms/fsz250","10.1093/icesjms/fsz250","2","ICES Journal of Marine Science","Oxford University Press (OUP)","Bergman, Magda J N and Meesters, Erik H","2020","jan","846–857","Bergman_2020","article","10.1093/icesjms/fsz250","O’Neill, Finbarr",NA,NA,NA,NA,NA,NA,NA,NA
"Handle with Care—Microplastic Particles in Intestine Samples of Seals from German Waters","12","2071-1050","http://dx.doi.org/10.3390/su122410424","10.3390/su122410424","24","Sustainability","MDPI AG","Philipp, Carolin and Unger, Bianca and Fischer, Elke K. and Schnitzler, Joseph G. and Siebert, Ursula","2020","dec","10424","Philipp_2020","article","10.3390/su122410424",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shifts in Herring and Mackerel Resources in the North Sea under Global Warming","108","0749-0208","http://dx.doi.org/10.2112/JCR-SI108-030.1","10.2112/jcr-si108-030.1","sp1","Journal of Coastal Research","Coastal Education and Research Foundation","Zeng, Yuanzhuo","2020","sep",NA,"Zeng_2020","article","10.2112/JCR-SI108-030.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Tides They Are A‐Changin’: A Comprehensive Review of Past and Future Nonastronomical Changes in Tides, Their Driving Mechanisms, and Future Implications","58","1944-9208","http://dx.doi.org/10.1029/2018RG000636","10.1029/2018rg000636","1","Reviews of Geophysics","American Geophysical Union (AGU)","Haigh, Ivan D. and Pickering, Mark D. and Green, J. A. Mattias and Arbic, Brian K. and Arns, Arne and Dangendorf, Sönke and Hill, David F. and Horsburgh, Kevin and Howard, Tom and Idier, Déborah and Jay, David A. and Jänicke, Leon and Lee, Serena B. and Müller, Malte and Schindelegger, Michael and Talke, Stefan A. and Wilmes, Sophie‐Berenice and Woodworth, Philip L.","2020","mar",NA,"Haigh_2020","article","10.1029/2018RG000636",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trajectories of Changes in Phytoplankton Biomass, Phaeocystis globosa and Diatom (incl. Pseudo-nitzschia sp.) Abundances Related to Nutrient Pressures in the Eastern English Channel, Southern North Sea","8","2077-1312","http://dx.doi.org/10.3390/jmse8060401","10.3390/jmse8060401","6","Journal of Marine Science and Engineering","MDPI AG","Lefebvre, Alain and Dezécache, Camille","2020","jun","401","Lefebvre_2020","article","10.3390/jmse8060401",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coping with the “dirt”: brown shrimp and the microplastic threat","143","0944-2006","http://dx.doi.org/10.1016/j.zool.2020.125848","10.1016/j.zool.2020.125848",NA,"Zoology","Elsevier BV","Korez, Špela and Gutow, Lars and Saborowski, Reinhard","2020","dec","125848","Korez_2020","article","10.1016/j.zool.2020.125848",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Survival rates for Nephrops norvegicus discarded from Northern European trawl fisheries","77","1095-9289","http://dx.doi.org/10.1093/icesjms/fsaa037","10.1093/icesjms/fsaa037","5","ICES Journal of Marine Science","Oxford University Press (OUP)","Fox, Clive J and Albalat, Amaya and Valentinsson, Daniel and Nilsson, Hans C and Armstrong, Frank and Randall, Peter and Catchpole, Thomas","2020","mar","1698–1710","Fox_2020","article","10.1093/icesjms/fsaa037","Pol, Michael",NA,NA,NA,NA,NA,NA,NA,NA
"Different bottom trawl fisheries have a differential impact on the status of the North Sea seafloor habitats","77","1095-9289","http://dx.doi.org/10.1093/icesjms/fsaa050","10.1093/icesjms/fsaa050","5","ICES Journal of Marine Science","Oxford University Press (OUP)","Rijnsdorp, A D and Hiddink, J G and van Denderen, P D and Hintzen, N T and Eigaard, O R and Valanko, S and Bastardie, F and Bolam, S G and Boulcott, P and Egekvist, J and Garcia, C and van Hoey, G and Jonsson, P and Laffargue, P and Nielsen, J R and Piet, G J and Sköld, M and van Kooten, T","2020","apr","1772–1786","Rijnsdorp_2020","article","10.1093/icesjms/fsaa050","Degraer, Steven",NA,NA,NA,NA,NA,NA,NA,NA
