...1,pdf_name,title,year,Article ID,Article_URL,Include,Exclusion criteria,Other exclusion criteria,Paper type,Anthropogenic driver(s),Precision_of_the driver(s),"Precision of the driver(s) if """"other""""",Analyzed impact(s),"Analyzed impact(s) if """"other""""",Nature of the study population,"Nature of the population if """"other""""",Organizational level,ICES major location,ICES_medium_location(s),Habitat_type(s),"Habitat type if """"other""""",Main_methodology,Spatial dimension,Temporal dimension,Solution_investigated,Comment
2602,9370404,Umweltchemikalien in Eiern von Brutvögeln der deutschen Nordseeküste: Trends 1981–1990,1992,14886440,https://sysrev.com/p/99278/article/14886440,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Seabirds,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2603,9370406,"The significance of a possible EC EEZ for the law relating to artificial islands, installations, and structures, and to cables and pipelines, in the exclusive economic zone",1992,14881090,https://sysrev.com/p/99278/article/14881090,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2604,9370410,Schadstoffe in Gelegen von Brutvögeln der deutschen Nordseeküste. II. Quecksilber,1985,14881292,https://sysrev.com/p/99278/article/14881292,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_contamination_level|||Bioaccumulation_TL,NA,Benthos|||Seabirds,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2605,9370411,A healthy north sea ecosystem and a healthy north sea fishery: Two sides of the same regulation?,1992,14882614,https://sysrev.com/p/99278/article/14882614,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2606,9370413,Phaeocystis blooms and eutrophication of the continental coastal zones of the North Sea,1992,14883991,https://sysrev.com/p/99278/article/14883991,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance,NA,Phytoplankton,NA,Population,IVc,6,Not_specified,NA,Experiment,TRUE,TRUE,Not_tested,NA
2607,9370414,Pollutants in auks from the 1983 North Sea bird wreck,1984,14885054,https://sysrev.com/p/99278/article/14885054,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances|||Metal_substances,NA,Change_contamination_level,NA,Seabirds,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2608,9370416,Pollution and fish diseases in the North Sea Some historical aspects,1992,14883181,https://sysrev.com/p/99278/article/14883181,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P|||Chemical_hazardous_substances|||Metal_substances,NA,Other,Disease,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,FALSE,TRUE,Not_tested,NA
2609,9370417,Influence of pollution on the harpacticoid copepods of two North Sea estuaries,1984,14883453,https://sysrev.com/p/99278/article/14883453,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P|||Chemical_hazardous_substances|||Metal_substances,NA,Multiple,NA,Chemical|||Zooplankton,NA,Community,IVc,6,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2610,9370418,The distribution of linear alkylbenzenes in coastal and estuarine sediments of the western North Sea,1992,14884843,https://sysrev.com/p/99278/article/14884843,TRUE,NA,NA,Report,Pollution,Chemical_hazardous_substances,NA,Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb|||IVc,5|||4,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2611,9370419,Safe Systems for Exploiting the Petroleum Resources of the North Sea,1984,14882939,https://sysrev.com/p/99278/article/14882939,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2612,9370423,The zooplankton of the north sea,1991,14886701,https://sysrev.com/p/99278/article/14886701,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2613,9370424,The macrobenthos of the north sea,1991,14882902,https://sysrev.com/p/99278/article/14882902,TRUE,NA,NA,Review,Pollution,Oils_hydrocarbons_related|||Nutrient_input_N_P|||Chemical_hazardous_substances,NA,Change_biomass_abundance,NA,Benthos,NA,Community,IVb|||IVc,2|||4|||5|||6|||7,Not_specified,NA,Review,TRUE,FALSE,Not_tested,NA
2614,9370427,Distribution of Organochlorine Pollutants in North Sea Sediments,1991,14886190,https://sysrev.com/p/99278/article/14886190,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb|||IVc,2|||4|||5|||6|||7|||Norvegian_coast,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2615,9370429,Organochlorines in Danish and West Greenland harbour porpoises,1991,14882624,https://sysrev.com/p/99278/article/14882624,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,IVb,7,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2616,9370433,A method to quantify feeding of seabirds on discard from the shrimp fishery in the North Sea,1992,14883727,https://sysrev.com/p/99278/article/14883727,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Other_fishing,discards,Change_trophic_functioning,NA,Seabirds,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
2617,9370436,"Trends in biomass, density and diversity of North Sea macrofauna",1992,14885241,https://sysrev.com/p/99278/article/14885241,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2618,9370437,"The meiobenthos of the North Sea: density, biomass trends and distribution of copepod communities",1992,14884133,https://sysrev.com/p/99278/article/14884133,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2619,9370439,Impact of offshore oil production installations on the benthos of the North Sea,1992,14881853,https://sysrev.com/p/99278/article/14881853,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Multiple,NA,Benthos|||Chemical,NA,Community,IVa,1,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2620,9370440,Spatial and temporal trends in the benthos and sediments in relation to sewage sludge disposal off the northeast coast of England,1992,14885938,https://sysrev.com/p/99278/article/14885938,TRUE,NA,NA,Primary_research_article,Pollution,Other,sewage_sludge_deposition,Change_biomass_abundance|||Change_diversity,NA,Benthos,NA,Population,IVb,4,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2621,9370445,Effects of pollution on the benthos of the Firth of Forth,1983,14881705,https://sysrev.com/p/99278/article/14881705,TRUE,NA,NA,Primary_research_article,Pollution,Other,Sewage,Change_biomass_abundance,NA,Benthos,NA,Community,IVb,4,Intertidal|||Rocky_reef,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2622,9370447,Nutrient Loading to Norwegian Coastal Waters and Its Contribution to the Pollution of the North Sea,1991,14880981,https://sysrev.com/p/99278/article/14880981,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVa,Norvegian_coast,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2623,9370449,Exceptional Algal Blooms in Dutch North Sea Waters,1991,14886639,https://sysrev.com/p/99278/article/14886639,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_Harmful_algal_blooms,NA,Phytoplankton,NA,Community,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2624,9370451,Water quality improvement in the firth of forth: A discriminant functional analysis,1982,14881521,https://sysrev.com/p/99278/article/14881521,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb,3|||4,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
2625,9370453,Biogenic and pollutant aliphatic hydrocarbons in Mytilus edulis from the North Sea,1982,14884610,https://sysrev.com/p/99278/article/14884610,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_contamination_level,NA,Benthos,NA,Individual,IVa,1,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2626,9370454,Water quality in the firth of forth,1982,14882265,https://sysrev.com/p/99278/article/14882265,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances|||Metal_substances|||Pathogens_from_land_based_sources|||Nutrient_input_N_P,NA,Change_chemical_water_properties|||Change_biomass_abundance,NA,Chemical|||Phytoplankton|||Bacteria_other_microorganisms,NA,Not_applicable,IVb,3,Estuary,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
2627,9370455,The impact of laying and maintenance of offshore pipelines on the marine environment and the North Sea fisheries,1982,14884306,https://sysrev.com/p/99278/article/14884306,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2628,9370456,"The exploitation pattern, density-dependent catchability, and growth of cod (Gadus morhua) in the west-central North Sea",1981,14882394,https://sysrev.com/p/99278/article/14882394,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,IVb,4,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2629,9370458,Water Quality Aspects of North Sea Injection Water,1981,14883450,https://sysrev.com/p/99278/article/14883450,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2630,9370459,"Bathing water quality in the North sea, and the Mediterranean",1980,14882697,https://sysrev.com/p/99278/article/14882697,TRUE,NA,NA,Primary_research_article,Pollution,Other,Sewage,Change_biomass_abundance,NA,Bacteria_other_microorganisms,NA,Population,IVb,4,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2631,9370460,The beach-hopper Orchestia gammarellus (Crustacea: Amphipoda) as a biomonitor for copper and zinc: North Sea trials,1991,14881643,https://sysrev.com/p/99278/article/14881643,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_contamination_level,NA,Benthos,NA,Individual,IVa||| IVb,3|||Norvegian_coast|||1,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2632,9370461,"Prefledging terns (Sterna paradisaea, Sterna hirundo) as bioindicators for organochlorine residues in the German Wadden Sea",1991,14884884,https://sysrev.com/p/99278/article/14884884,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level|||Bioaccumulation_TL,NA,Benthos|||Fish|||Seabirds,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2633,9370462,Wave climate changes in the North Atlantic and North Sea,1991,14883615,https://sysrev.com/p/99278/article/14883615,TRUE,NA,NA,Review,Climate_change,Other_physical_parameter,wave_height,Change_physical_water_properties,NA,Physical,NA,Not_applicable,IVa||| IVb,1|||2,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2634,9370463,The North Sea Task Force,1991,14884630,https://sysrev.com/p/99278/article/14884630,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2635,9370467,Mussels as biological indicators of pollution,1991,14886128,https://sysrev.com/p/99278/article/14886128,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2636,9370468,Do marine bacteria degrade .alpha.-hexachlorocyclohexane stereoselectively?,1991,14886582,https://sysrev.com/p/99278/article/14886582,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2637,9370470,Tidal currents measured near a British coastal power station,1979,14884578,https://sysrev.com/p/99278/article/14884578,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Change_physical_water_properties,NA,Physical,NA,Not_applicable,IVc,5,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2638,9370471,Modification of dry deposition in a developing sea-breeze circulation—A numerical case study,1992,14882685,https://sysrev.com/p/99278/article/14882685,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_sediment_properties|||Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Mudflat,NA,Modelling,TRUE,FALSE,Not_tested,NA
2639,9370473,Share of agriculture in nitrogen and phosphorus emissions into the surface waters of Western Europe against the background of their eutrophication,1990,14882870,https://sysrev.com/p/99278/article/14882870,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P,NA,Change_chemical_water_properties|||Change_biomass_abundance,NA,Chemical|||Phytoplankton,NA,Population,IVb|||IVc,6,Not_specified,NA,Review,TRUE,TRUE,Management,NA
2640,9370475,Liability for North Sea oil pollution,1978,14880923,https://sysrev.com/p/99278/article/14880923,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2641,9370476,Legal control of pollution from North Sea petroleum development,1978,14883298,https://sysrev.com/p/99278/article/14883298,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2642,9370479,"Firth of Forth oil pollution incident, February 1978",1978,14886519,https://sysrev.com/p/99278/article/14886519,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Incidental_mortality,NA,Seabirds,NA,Individual,IVb,3,Estuary,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2643,9370480,Cycling of nutrient elements in the North Sea,1990,14883442,https://sysrev.com/p/99278/article/14883442,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_chemical_water_properties,NA,Chemical|||Phytoplankton,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2644,9370481,The conflict between the fishing and the oil industries in the North Sea A case study,1978,14881581,https://sysrev.com/p/99278/article/14881581,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2645,9370483,Phytoplankton of the North Sea and its dynamics: A review,1990,14881508,https://sysrev.com/p/99278/article/14881508,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_Harmful_algal_blooms,NA,Phytoplankton,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2646,9370484,Ecology of North Sea fish,1990,14881890,https://sysrev.com/p/99278/article/14881890,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2647,9370485,Seabird ecology in the north sea,1990,14885238,https://sysrev.com/p/99278/article/14885238,TRUE,NA,NA,Review,Global_change,Global_change,NA,Multiple,NA,Seabirds,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
2648,9370487,On the survival of plaice and sole discards in the otter-trawl and beam-trawl fisheries in the North Sea,1990,14884888,https://sysrev.com/p/99278/article/14884888,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_life_history_traits,NA,Fish,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Experiment,FALSE,TRUE,Not_tested,NA
2649,9370492,Estimation of the load of cyclic organochlorines in North Sea zooplankton,1992,14881598,https://sysrev.com/p/99278/article/14881598,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Zooplankton,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2650,9370494,Modelling the evolution of patches of pollutants in the southern North Sea,1977,14882013,https://sysrev.com/p/99278/article/14882013,TRUE,NA,NA,Primary_research_article,Pollution,Not_specified,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Modelling,TRUE,FALSE,Not_tested,NA
2651,9370496,The transport of atmospheric pollutants across the North Sea and English Channel,1977,14881607,https://sysrev.com/p/99278/article/14881607,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2652,9370498,Bioavailability of lead in North Sea sediments,1991,14883993,https://sysrev.com/p/99278/article/14883993,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_contamination_level|||Change_chemical_sediment_properties,NA,Chemical|||Benthos,NA,Individual,IVb,2|||4|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2653,9370499,"Mussel fishery in the international Wadden Sea, consistent with “wise use”?",1991,14882035,https://sysrev.com/p/99278/article/14882035,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2654,9370500,Bio-economic stability of the north sea shrimp stock with endogenous fishing effort,1992,14884944,https://sysrev.com/p/99278/article/14884944,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Benthos,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,TRUE,Management,NA
2655,9370501,Mobility in the Scottish fisheries,1991,14882522,https://sysrev.com/p/99278/article/14882522,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Quantification_driver,NA,Not_applicable,NA,Not_applicable,IVa||| IVb,1|||3,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2656,9370503,Determination of methylmercury in fish by headspace-gas chromatography with microwave-induced-plasma detection,1991,14885025,https://sysrev.com/p/99278/article/14885025,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_contamination_level,NA,Fish,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2657,9370504,Mercury contamination of the harbour porpoise Phocoena phocoena and other cetaceans from the North Sea and the kattegat,1991,14882736,https://sysrev.com/p/99278/article/14882736,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2658,9370507,Immunochemical detection of cytochrome P450IA1 induction in cod larvae and juveniles exposed to a water soluble fraction of North Sea crude oil,1991,14886236,https://sysrev.com/p/99278/article/14886236,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_physiology,NA,Fish,NA,Individual,IVa,Norvegian_coast,Not_specified,NA,Experiment,FALSE,TRUE,Not_tested,NA
2659,9370508,"Residues of chlorinated biphenyl congeners and pesticides in brain and liver of the oystercatcher (Haematopus ostralegis) in relation to age, sex and biotransformation capacity",1991,14885496,https://sysrev.com/p/99278/article/14885496,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
2660,9370512,"The Smacksmen of the North Sea: Labour Recruitment and Exploitation in British Deep-Sea Fishing, 1850–90",1976,14886244,https://sysrev.com/p/99278/article/14886244,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2661,9370513,Pollution monitoring of the North Sea using NOAA/AVHRR imagery,1990,14882326,https://sysrev.com/p/99278/article/14882326,TRUE,NA,NA,Primary_research_article,Pollution,Not_specified,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb|||IVc,4|||5|||6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2662,9370514,Changes in sublittoral zoobenthos in the German Bight with regard to eutrophication,1990,14881715,https://sysrev.com/p/99278/article/14881715,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance,NA,Benthos,NA,Community,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
2663,9370515,"Patterns of cyclic organochlorine contamination in livers of male pleuronectiformes from the North Sea, winter 1987",1990,14881631,https://sysrev.com/p/99278/article/14881631,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Fish,NA,Individual,IVa||| IVb|||IVc,2|||3|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2664,9370518,The contamination of the North Sea by artificial radionuclides during the year 1987,1990,14882043,https://sysrev.com/p/99278/article/14882043,TRUE,NA,NA,Primary_research_article,Pollution,Radioactive_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,whole_North_Sea,6|||5|||3|||2|||4|||7,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2665,9370522,Variation in the trophic structure and species composition of some invertebrate communities in polluted kelp forests in the North Sea,1973,14883603,https://sysrev.com/p/99278/article/14883603,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P|||Metal_substances|||Other,sewage,Change_trophic_functioning,NA,Macropthytes|||Benthos,NA,Community,IVb,3|||4,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2666,9370529,Detection of ras oncoprotein in liver cells of flatfish (Dab) from a contaminated site in the North Sea,1992,14886424,https://sysrev.com/p/99278/article/14886424,TRUE,NA,NA,Primary_research_article,Pollution,Medical_hormone_products,NA,Change_physiology,NA,Fish,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2667,9370530,Changes in the ecological balance of invertebrate communities in kelp holdfast habitats of some polluted North Sea waters,1972,14886403,https://sysrev.com/p/99278/article/14886403,TRUE,NA,NA,Primary_research_article,Pollution,Not_specified,NA,Change_biomass_abundance|||Change_diversity,NA,Benthos,NA,Community,IVb,3|||4,Estuary|||Kelp,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2668,9370532,Comparison of long-term trends in benthic and pelagic communities of the North Sea,1991,14883725,https://sysrev.com/p/99278/article/14883725,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance,NA,Benthos|||Phytoplankton|||Zooplankton,NA,Community,IVb,4,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2669,9370533,Histopathological changes in the liver of dab (Limanda limanda) from a contamination gradient in the North sea,1992,14881197,https://sysrev.com/p/99278/article/14881197,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances|||Metal_substances,NA,Change_physiology,NA,Fish,NA,Individual,IVb,6|||2,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2670,9370534,Ökologische Studien an Populationen von Makro-Invertebraten auf verunreinigten Seetang-Wäldern in der Nordsee,1971,14884002,https://sysrev.com/p/99278/article/14884002,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P|||Metal_substances|||Chemical_hazardous_substances,NA,Change_biomass_abundance|||Change_diversity,NA,Macropthytes|||Benthos,NA,Population,IVb,4,Kelp,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2671,9370535,The occurrence of intersexuality in harpacticoid copepods and its relationship with pollution,1991,14884577,https://sysrev.com/p/99278/article/14884577,TRUE,NA,NA,Primary_research_article,Pollution,Not_specified,NA,Change_physiology,NA,Zooplankton,NA,Population,IVb,3,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2672,9370536,Gas chromatographic separation of the enantiomers of marine organic pollutants,1991,14883274,https://sysrev.com/p/99278/article/14883274,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2673,9370537,The utilization of cytochrome P4501A mRNA in Limanda limanda (Dab) as a monitor of chemical exposure in the North sea,1992,14882601,https://sysrev.com/p/99278/article/14882601,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related|||Chemical_hazardous_substances,NA,Change_physiology,NA,Fish,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
2674,9370539,"The effect of 3,3′,4,4′-tetrachlorobiphenyl and clophen A50 on the hepatic monooxygenase system of Eider Ducklings (Somateria mollissima) with indications for structure-related biotransformation of CB congeners",1992,14886538,https://sysrev.com/p/99278/article/14886538,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_physiology,NA,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Experiment,FALSE,FALSE,Not_tested,NA
2675,9370544,"Levels of steroids, including cortisol and 17α,20β-dihydroxy-4-pregnen-3-one, in plasma, seminal fluid, and urine of Pacific herring (Clupea hareng us pallasi) and North Sea plaice (Pleuronectes platessa L.)",1991,14882674,https://sysrev.com/p/99278/article/14882674,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2676,9370545,"Cyclic organochlorines in the sea star asterias rubens from the German bight, December 1988–May 1989",1992,14884543,https://sysrev.com/p/99278/article/14884543,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Benthos,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
2677,9370546,"As use of natural gas gains in Europe, U.K. starts commercial deliveries from second offshore well",1968,14885239,https://sysrev.com/p/99278/article/14885239,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2678,9370548,Invasion and Extinction: The Last Three Million Years of North Sea Pelecypod History,1989,14882391,https://sysrev.com/p/99278/article/14882391,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
2679,9370549,"Na+,K+-ATPase activity in the gills of the flounder (Platichthys flesus) in relation to mercury contamination in the Firth of Forth",1992,14883062,https://sysrev.com/p/99278/article/14883062,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_physiology|||Change_contamination_level,NA,Fish,NA,Individual,IVb,3|||4,Estuary,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
